A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,Active_Fire_Area,Area,Burned,Burning,Depth,Extinguished_Fire_Area,Extinguishing,Fire_Duration_h,HDWI,LC_Type4,MC_1h,Power,VPD_air,Wind_Dir,Wind_Speed_10m,Wind_Speed_2m,distance,distance_1,elv,focal_pre_Power,focal_ΣMW,froude,hnd,hour,hours_elapsed_max,hours_elapsed_min,pre_Power,pre_Power_1,precipitable_water_entire_atmosphere,relative_humidity_2m_above_ground,slope,specific_humidity_2m_above_ground,temperature_2m_above_ground,upa,upg,ΣMW,ΣMW_1
0.1301653210303729,0.0935640138408304,0.01039600153787,0.0517339484813533,-0.0482276047673971,0.0553633217993079,0.1301653210303729,0.3014225297962323,-0.059115724721261,0.1358861976163014,-0.0517339484813533,-0.0049826989619377,0.0842137639369473,0.0138408304498269,-0.0246059207996924,-0.0157477893118031,-0.1358861976163014,0.1663360246059207,0.0222068435217224,-0.0935640138408304,-0.01039600153787,0.0039369473279507,-0.2214532871972318,0.2441522491349481,-0.16,0.1358861976163014,0.0271280276816609,0.2214532871972318,0.0297731641676278,-0.1358861976163014,-0.1793771626297577,-0.1245674740484429,0.1301653210303729,-0.17279507881584,-0.186082276047674,0.17279507881584,-0.0482276047673971,0.0448442906574394,-0.0669896193771626,0.059115724721261,-0.0984236831987697,0.0797231833910034,-0.0888273740868896,0.1137408688965782,0.2519646289888504,-0.0553633217993079,-0.2214532871972318,-0.0415840061514801,-0.0157477893118031,0.0448442906574394,0.0246059207996924,-0.0384467512495194,-0.2141330257593233,0.2679584775086506,-0.1245674740484429,-0.0271280276816609,-0.0448442906574394,-0.0482276047673971,0.0517339484813533,-0.1245674740484429,-0.0120569011918492,0.0482276047673971,0.0517339484813533,-0.2364628988850442,470,6378.22021484375,1,1,9020.165531634268,0,0,26,0.739091637181229,4,3.151226546606141,5865.779296875,5.466011000316659,352.60143140325715,1.7021136377700772,1.3521590738445493,0,1.0066447257995603,335.982421875,2217.9560546875,13845.0537109375,0.009739470668137,3.160545825958252,16,112,86,1411.07763671875,1411.07763671875,19.376100542226908,14.352625605685503,0.4226074154792718,0.0059710825786821,37.311905465266975,0.7018951773643494,87,3497.478271484375,3497.478271484375
0.1537870049980776,0.0553633217993079,-0.1663360246059207,0.0517339484813533,0.0246059207996924,-0.0384467512495194,0.0711111111111111,0.3368550557477893,-0.059115724721261,0.0384467512495194,-0.0271280276816609,-0.0271280276816609,0.0935640138408304,-0.0222068435217224,-0.0384467512495194,-0.0246059207996924,-0.059115724721261,0.0553633217993079,0.0246059207996924,-0.0553633217993079,0.0448442906574394,0.01039600153787,-0.1793771626297577,0.2288965782391388,-0.1929104190695886,0.1301653210303729,0.0271280276816609,0.2679584775086506,0.0177777777777777,0.0177777777777777,-0.1358861976163014,-0.1537870049980776,0.1537870049980776,-0.16,-0.1663360246059207,0.0297731641676278,-0.1663360246059207,0.0935640138408304,-0.0384467512495194,0.0711111111111111,-0.1245674740484429,0.0482276047673971,-0.0448442906574394,0.16,0.2141330257593233,-0.1537870049980776,-0.1998615916955017,-0.0325413302575932,-0.0157477893118031,-0.0517339484813533,-0.0074432910419069,-0.0797231833910034,-0.2441522491349481,0.2679584775086506,-0.1417301038062283,-0.059115724721261,-0.0246059207996924,-0.1034063821607074,0.0271280276816609,-0.1034063821607074,-0.0022145328719723,-0.0517339484813533,-0.0138408304498269,-0.2761399461745483,465,15464.240234375,1,1,21869.73827124881,0,0,99,2.1895873923422418,4,2.7121509565312145,756.0880737304688,5.36080289706138,359.3312491569058,5.141539878761257,4.084439279687943,0,0.0,543.3082275390625,4252.76708984375,14365.3330078125,0.0570729225873947,41.70117568969727,20,136,37,1446.646240234375,1446.646240234375,14.55728099637271,11.532122071167036,1.1227604071936736,0.0046266087816537,36.36135161027812,0.1059058904647827,13,1972.489013671875,1972.489013671875
0.1663360246059207,0.0448442906574394,-0.1034063821607074,0.0384467512495194,-0.0297731641676278,-0.0384467512495194,0.059115724721261,0.3553094963475586,-0.0669896193771626,0.0669896193771626,-0.0177777777777777,-0.0120569011918492,0.075355632449058,0.0061514801999231,-0.0246059207996924,-0.0088581314878892,-0.1085121107266436,0.0935640138408304,0.0199307958477508,-0.0517339484813533,-0.0138408304498269,-0.0088581314878892,-0.1793771626297577,0.2441522491349481,-0.1929104190695886,0.1137408688965782,-0.0061514801999231,0.2288965782391388,-0.000984236831987697,-0.0049826989619377,-0.1537870049980776,-0.1793771626297577,0.1476970396001538,-0.1793771626297577,-0.1998615916955017,0.0842137639369473,-0.1085121107266436,0.1034063821607074,-0.0384467512495194,0.035432525951557,-0.1476970396001538,0.0797231833910034,-0.0297731641676278,0.1537870049980776,0.1929104190695886,-0.0984236831987697,-0.2364628988850442,-0.0415840061514801,-0.0074432910419069,-0.000984236831987697,-0.0246059207996924,-0.0711111111111111,-0.2441522491349481,0.2519646289888504,-0.1476970396001538,-0.0415840061514801,-0.0711111111111111,-0.1034063821607074,0.0517339484813533,-0.1085121107266436,0.0157477893118031,-0.0271280276816609,0.0222068435217224,-0.2679584775086506,467,109800.296875,1,0,155281.06899321717,0,0,27,1.632230707354254,4,3.029572903906726,0.0,4.948225533904902,12.30718193805302,4.152339192477602,3.2986182545042078,0,0.0,522.3511962890625,1160.15673828125,26642.892578125,0.0,37.74570846557617,21,62,35,297.714599609375,0.0,15.353132479869728,13.274857164427956,2.1080686353333875,0.0049966155994666,35.26585195747542,0.1293290108442306,17,25626.3046875,0.0
0.0935640138408304,0.0517339484813533,-0.0711111111111111,0.0842137639369473,-0.0297731641676278,0.0271280276816609,0.0984236831987697,0.3278123798539023,-0.0553633217993079,0.0482276047673971,-0.0517339484813533,-0.0138408304498269,0.0888273740868896,0.0222068435217224,-0.0629911572472126,-0.075355632449058,-0.0888273740868896,0.0797231833910034,0.0297731641676278,-0.1085121107266436,0.0842137639369473,0.0177777777777777,-0.2214532871972318,0.2599000384467512,-0.16,0.1137408688965782,-0.0157477893118031,0.1929104190695886,0.035432525951557,-0.0297731641676278,-0.1537870049980776,-0.186082276047674,0.1085121107266436,-0.2141330257593233,-0.2214532871972318,0.17279507881584,-0.17279507881584,0.1034063821607074,-0.0297731641676278,0.0669896193771626,-0.0797231833910034,0.0415840061514801,-0.0297731641676278,0.1245674740484429,0.2288965782391388,-0.1137408688965782,-0.1998615916955017,-0.035432525951557,-0.0074432910419069,0.0384467512495194,0.0669896193771626,-0.0138408304498269,-0.2441522491349481,0.2364628988850442,-0.1301653210303729,-0.0415840061514801,-0.0482276047673971,-0.059115724721261,-0.0061514801999231,-0.0935640138408304,0.075355632449058,0.059115724721261,0.0120569011918492,-0.2441522491349481,464,12720.1396484375,1,0,17988.994006100045,0,0,73,0.5444761115344322,4,4.456324392433535,0.0,3.188066818885207,24.73554606136892,2.1498699010493927,1.7078566493936376,0,0.0,394.265625,318.05401611328125,26305.49609375,0.0,8.45429515838623,22,112,39,195.7103729248047,0.0,17.60083005688368,20.90303035473973,0.3188744403933287,0.0055430354681455,29.107854762771947,5.1108245849609375,628,12961.103515625,0.0
0.1137408688965782,0.0669896193771626,-0.0797231833910034,0.0517339484813533,-0.0325413302575932,0.0157477893118031,0.0935640138408304,0.3839138792772011,-0.0482276047673971,0.0482276047673971,-0.0482276047673971,-0.0448442906574394,0.0888273740868896,0.0325413302575932,-0.0711111111111111,-0.0797231833910034,-0.1034063821607074,0.1358861976163014,0.0553633217993079,-0.0669896193771626,0.0061514801999231,0.0297731641676278,-0.1793771626297577,0.2141330257593233,-0.1929104190695886,0.059115724721261,-0.0061514801999231,0.186082276047674,-0.000984236831987697,0.0246059207996924,-0.1537870049980776,-0.1793771626297577,0.0888273740868896,-0.2288965782391388,-0.186082276047674,0.1245674740484429,-0.16,0.0711111111111111,-0.0482276047673971,0.0888273740868896,-0.0888273740868896,0.0669896193771626,-0.0325413302575932,0.1537870049980776,0.1793771626297577,-0.1034063821607074,-0.2141330257593233,-0.0629911572472126,-0.01039600153787,0.0039369473279507,0.0222068435217224,-0.0415840061514801,-0.2761399461745483,0.2364628988850442,-0.17279507881584,-0.0177777777777777,-0.0482276047673971,-0.075355632449058,0.0711111111111111,-0.1034063821607074,0.0482276047673971,0.0384467512495194,0.0138408304498269,-0.2519646289888504,465,135594.84375,1,0,191760.0670191107,0,0,43,0.4811880228768632,4,5.667660966078108,0.0,2.268553533975441,10.755896018206272,2.670093939837,2.121122625806513,0,0.0,451.5758056640625,4448.0048828125,12735.7509765625,0.0,8.112105369567871,2,88,45,4448.0048828125,0.0,16.72742835176268,27.532743010613927,0.6741533711191293,0.0056278507604544,24.80171593120977,0.1555366367101669,20,5491.47802734375,0.0
0.17279507881584,0.0669896193771626,-0.0297731641676278,0.0797231833910034,-0.0325413302575932,-0.0030142252979623,0.0935640138408304,0.3278123798539023,-0.0935640138408304,0.1245674740484429,-0.035432525951557,0.0271280276816609,0.0669896193771626,0.0120569011918492,-0.075355632449058,-0.0325413302575932,-0.075355632449058,0.1034063821607074,0.0222068435217224,-0.0797231833910034,-0.0005536332179930795,-0.0325413302575932,-0.17279507881584,0.2519646289888504,-0.1537870049980776,0.1476970396001538,-0.0074432910419069,0.2519646289888504,0.0157477893118031,-0.0553633217993079,-0.186082276047674,-0.1793771626297577,0.1358861976163014,-0.2288965782391388,-0.2069357939254133,0.1301653210303729,-0.0935640138408304,0.0842137639369473,-0.035432525951557,0.0629911572472126,-0.0888273740868896,0.0553633217993079,-0.0222068435217224,0.1085121107266436,0.2288965782391388,-0.0984236831987697,-0.2599000384467512,-0.0384467512495194,0.0246059207996924,0.0246059207996924,-0.0074432910419069,-0.035432525951557,-0.2364628988850442,0.2519646289888504,-0.1245674740484429,-0.0482276047673971,-0.0711111111111111,-0.0797231833910034,0.0088581314878892,-0.0984236831987697,0.0415840061514801,0.0271280276816609,0.0157477893118031,-0.1929104190695886,472,94982.15625,1,1,134325.05355219042,0,0,26,2.964597220670162,4,3.793464838800793,649.75390625,5.534480888464352,346.07956365486723,6.742944258616978,5.356594919045327,0,1.0304759740829468,252.9953155517578,3795.100341796875,27896.44921875,0.0407467894256114,5.047266006469727,17,159,133,1200.517578125,1200.517578125,27.979778243031312,18.435327343226756,0.2712126400368199,0.0081819469002885,38.444391207113945,20.579057693481445,2543,19982.91796875,23439.830078125
0.0984236831987697,0.1034063821607074,-0.0448442906574394,0.0669896193771626,-0.075355632449058,0.0984236831987697,0.0984236831987697,0.3936947327950788,-0.0629911572472126,0.0246059207996924,-0.0553633217993079,-0.0384467512495194,0.0297731641676278,0.059115724721261,-0.0629911572472126,-0.0629911572472126,-0.0888273740868896,0.1537870049980776,0.0415840061514801,-0.1034063821607074,0.059115724721261,0.0088581314878892,-0.186082276047674,0.2288965782391388,-0.17279507881584,0.0553633217993079,0.0517339484813533,0.1417301038062283,-0.0271280276816609,-0.035432525951557,-0.1663360246059207,-0.1929104190695886,0.1190926566705113,-0.2519646289888504,-0.1537870049980776,0.17279507881584,-0.1085121107266436,0.0517339484813533,-0.0842137639369473,0.0935640138408304,-0.0984236831987697,0.0711111111111111,-0.0482276047673971,0.1476970396001538,0.186082276047674,-0.0669896193771626,-0.1998615916955017,-0.059115724721261,-0.01039600153787,0.0325413302575932,0.0297731641676278,-0.0088581314878892,-0.2761399461745483,0.2519646289888504,-0.1137408688965782,-0.0246059207996924,-0.0246059207996924,-0.0482276047673971,0.0482276047673971,-0.0711111111111111,0.075355632449058,0.0517339484813533,0.0482276047673971,-0.2364628988850442,468,17781.48046875,1,1,25146.810837978548,0,0,0,0.502096757110163,4,6.098582117642025,645.701171875,2.5585395025039395,5.558575216515578,2.4703361531520573,1.9624350400639945,0,0.0,297.4855651855469,2588.873779296875,7838.3798828125,0.0122867254540324,6.982424259185791,0,188,188,402.7014770507813,402.7014770507813,25.79977587879581,30.606545131523053,0.51107468773583,0.0073615356036985,27.57375124379776,1.5516453981399536,192,402.7014770507813,402.7014770507813
0.1476970396001538,0.0629911572472126,-0.0629911572472126,0.0384467512495194,-0.0415840061514801,0.0022145328719723,0.0984236831987697,0.3553094963475586,-0.0517339484813533,0.059115724721261,-0.0325413302575932,-0.0199307958477508,0.0797231833910034,0.0157477893118031,-0.0325413302575932,-0.035432525951557,-0.1245674740484429,0.0888273740868896,0.0415840061514801,-0.0842137639369473,0.035432525951557,-0.0015378700499807,-0.186082276047674,0.2679584775086506,-0.186082276047674,0.1190926566705113,0.0022145328719723,0.2141330257593233,0.0177777777777777,-0.059115724721261,-0.1793771626297577,-0.1929104190695886,0.1245674740484429,-0.186082276047674,-0.1929104190695886,0.1245674740484429,-0.1137408688965782,0.0935640138408304,-0.0415840061514801,0.0384467512495194,-0.1245674740484429,0.0888273740868896,-0.0448442906574394,0.1358861976163014,0.2069357939254133,-0.075355632449058,-0.2519646289888504,-0.0325413302575932,0.0049826989619377,0.0448442906574394,0.0088581314878892,-0.0297731641676278,-0.2288965782391388,0.2519646289888504,-0.1301653210303729,-0.0448442906574394,-0.0553633217993079,-0.0842137639369473,0.01039600153787,-0.0842137639369473,0.0222068435217224,0.0222068435217224,0.0088581314878892,-0.2761399461745483,468,112300.4765625,1,1,158816.85701564938,0,0,25,0.5602499342094946,4,5.070067540967974,4520.8896484375,2.5526870139165587,6.7436494015220205,2.762771769708964,2.194745893856801,0,1.0085210800170898,471.9949340820313,5369.24853515625,32800.71875,0.0137468185275793,6.696484565734863,0,82,57,5321.494140625,5321.494140625,15.146654384780463,24.110117046333126,0.6824650431743733,0.0052947009038395,26.011785980886412,0.0871050581336021,11,16600.32421875,16600.32421875
0.186082276047674,0.0325413302575932,-0.1417301038062283,-0.0297731641676278,0.0482276047673971,-0.0448442906574394,0.0842137639369473,0.3742560553633218,-0.1245674740484429,0.0842137639369473,-0.0448442906574394,0.0222068435217224,0.1245674740484429,-0.0157477893118031,-0.0384467512495194,-0.0088581314878892,-0.1034063821607074,0.0629911572472126,0.0669896193771626,-0.0669896193771626,0.0138408304498269,-0.0088581314878892,-0.1085121107266436,0.186082276047674,-0.1929104190695886,0.0984236831987697,0.059115724721261,0.3014225297962323,-0.0271280276816609,-0.0199307958477508,-0.16,-0.1929104190695886,0.1663360246059207,-0.1417301038062283,-0.1245674740484429,0.0517339484813533,-0.0888273740868896,0.075355632449058,-0.0482276047673971,0.0482276047673971,-0.0711111111111111,0.0711111111111111,-0.0177777777777777,0.1537870049980776,0.2214532871972318,-0.0842137639369473,-0.2069357939254133,-0.059115724721261,0.01039600153787,0.0088581314878892,-0.035432525951557,-0.0553633217993079,-0.2599000384467512,0.2519646289888504,-0.17279507881584,-0.0199307958477508,-0.0222068435217224,-0.1034063821607074,0.0482276047673971,-0.0935640138408304,0.0120569011918492,-0.0711111111111111,-0.0297731641676278,-0.2364628988850442,467,8695.4599609375,1,1,12297.237407830036,0,0,98,1.4805135073429174,4,3.1827417146720696,2567.591552734375,5.359660491310497,331.5269552851425,3.4772495405010435,2.762327034974029,0,0.0,411.4632873535156,758.780517578125,13985.3271484375,0.034812357276678,5.651167869567871,17,181,83,319.8572998046875,319.8572998046875,20.45406217676881,14.488561446011188,0.2800094622211361,0.0059685668387732,36.97997864639295,0.2728729248046875,34,6484.11865234375,6484.11865234375
0.1358861976163014,0.0482276047673971,-0.0797231833910034,0.0984236831987697,-0.0271280276816609,0.0222068435217224,0.1085121107266436,0.3278123798539023,-0.059115724721261,0.0935640138408304,-0.0138408304498269,0.0138408304498269,0.0797231833910034,0.0015378700499807,-0.0325413302575932,-0.0553633217993079,-0.0984236831987697,0.16,0.0074432910419069,-0.0984236831987697,0.0138408304498269,0.0271280276816609,-0.2069357939254133,0.2519646289888504,-0.16,0.1034063821607074,0.0246059207996924,0.2141330257593233,0.0325413302575932,-0.0842137639369473,-0.1793771626297577,-0.17279507881584,0.1245674740484429,-0.2141330257593233,-0.1998615916955017,0.1537870049980776,-0.0984236831987697,0.0797231833910034,-0.0222068435217224,0.059115724721261,-0.0711111111111111,0.0415840061514801,-0.0297731641676278,0.1190926566705113,0.2214532871972318,-0.1085121107266436,-0.2214532871972318,-0.059115724721261,0.0199307958477508,0.0415840061514801,0.0517339484813533,-0.035432525951557,-0.2441522491349481,0.2599000384467512,-0.1301653210303729,-0.0325413302575932,-0.0629911572472126,-0.0935640138408304,0.0088581314878892,-0.1245674740484429,0.035432525951557,0.0629911572472126,0.0325413302575932,-0.2214532871972318,470,4792.740234375,1,0,6777.958240384332,0,0,52,2.693780077103297,4,3.4829840229701405,0.0,5.12107110640209,350.93593768225776,6.6215870834993975,5.260188779131921,0,2.0267858505249023,313.22772216796875,5681.7529296875,9119.5234375,0.1337799131870269,6.043747901916504,15,183,131,118.45011901855467,2703.13134765625,18.81286493904647,16.23328871578711,0.9144025512813402,0.0064786803700852,36.52324096770343,0.358828067779541,45,118.45011901855467,13784.5859375
